PK,NOMBRE,TIPO,EQUIPAMIENTO,TRANSPORTE,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,CODIGO-POSTAL,BARRIO,DISTRITO
4548713,Instalación Deportiva Municipal Básica Barceló,Instalación Deportiva,1 Pista polideportiva,"Metro: Tribunal , Alonso Martínez.Bus: 3 , 21 , 37 , 40 , 149",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5875169c57c91110VgnVCM2000000c205a0aRCRD,"BARCELO, S/N",PLAZA,28004,JUSTICIA,CENTRO
4541265,Instalación Deportiva Municipal Básica Barrio El Querol - Spartac de Manoteras,Instalación Deportiva,1 Campo de fútbol 11 de césped artificial,"Bus: 7 , 29 , 129",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9509f65195a51110VgnVCM1000000b205a0aRCRD,"TIJOLA, 1",CALLE,28033,APOSTOL SANTIAGO,HORTALEZA
4561081,Instalación Deportiva Municipal Básica Barrio Goya,Instalación Deportiva,1 Campo de fútbol,"Bus: 17 , 25 , 50 , 119 , 138.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e904184a5b902110VgnVCM1000000b205a0aRCRD,"SEPULVEDA, 9",CALLE,28011,LOS CARMENES,LATINA
4547653,Instalación Deportiva Municipal Básica Barrio IV,Instalación Deportiva,2 Pistas baloncesto1 Pista fúbol-sala,"Metro: PavonesBus: 20 , 30 , 32 , 71 , 100 , 140 , 142 , 144.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=945663952e391110VgnVCM2000000c205a0aRCRD,"LUIS DE HOYOS SAINZ, 150",CALLE,28030,PAVONES,MORATALAZ
4542627,Instalación Deportiva Municipal Básica Barrio de Las Cárcavas,Instalación Deportiva,Pista de skate,Bus: 87,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34eba9e48ae61110VgnVCM1000000b205a0aRCRD,"MONTORO, 4",CAMINO,28055,VALDEFUENTES,HORTALEZA
12030154,Instalación Deportiva Municipal Básica Barrio de Las Cárcavas- Aurora Redondo,Instalación Deportiva,Campo fútbol 11 césped artificial,Bus: 87,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce4c275562b88810VgnVCM2000001f4a900aRCRD,"RAFAELA APARICIO, 3",CALLE,28055,VALDEFUENTES,HORTALEZA
6308361,Instalación Deportiva Municipal Básica Barrio de Santa Ana - Andrés Navarrete,Instalación Deportiva,Campo de fútbol 11 (césped artificial). Campo de fútbol 7 (césped artificial). 2 pistas de bolos y petanca.,"Metro: FuencarralBus: 66 , 137",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f876d9359e735310VgnVCM2000000c205a0aRCRD,"HOSPITALET DE LLOBREGAT, 11",CALLE,28034,VALVERDE,FUENCARRAL-EL PARDO
4555292,Instalación Deportiva Municipal Básica Barrio del Aeropuerto,Instalación Deportiva,1 Campo de fútbol 1 Pista polideportiva (con marcajes de fútbol sala y baloncesto)2 Tenis de mesa,"Metro: El Capricho , Alameda de OsunaBus: 101 , 112 , 114 , 115 , 151",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=43ea70af27fd1110VgnVCM1000000b205a0aRCRD,"MEDINA DE POMAR, 14",CALLE,28042,AEROPUERTO,BARAJAS
4549165,Instalación Deportiva Municipal Básica Baterías - Barrio Alegría,Instalación Deportiva,1 Pista de fútbol sala1 Pista de baloncesto1 Pista de patinaje,"Metro: Barrio de la Concepción Bus: 11 , 21 , 48 , 53 , 70 , 122 , 146",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d2677e116d91110VgnVCM1000000b205a0aRCRD,"JUAN PÉREZ ZÚÑIGA, s/n",CALLE,28027,CONCEPCION,CIUDAD LINEAL
4642682,Instalación Deportiva Municipal Básica Belzunegui,Instalación Deportiva,1 Pista de baloncesto,"Metro: San Francisco , Pan Bendito.Bus: 47 , 108 , 118 , 121 , 131 , 155",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6649adbecef4110VgnVCM1000000b205a0aRCRD,BELZUNEGUI,CALLE,28025,PUERTA BONITA,CARABANCHEL
52832,Instalación Deportiva Municipal Básica Boston,Instalación Deportiva,"1 Pista polideportiva cubierta (con marcajes de baloncesto, fútbol sala y balonmano)1 Tenis de Mesa","Metro: Parque de las AvenidasBus: 43 , 48 , 53 , 74",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9386395961e4f010VgnVCM2000000c205a0aRCRD,"BOSTON, 1",CALLE,28028,GUINDALERA,SALAMANCA
5940746,Instalación Deportiva Municipal Básica Briviesca,Instalación Deportiva,2 Pista de baloncesto2 Pista de pádel,"Metro: Pinar de ChamartínBus: 29 , 125 , 129 , 150.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5cbb9256c6bed210VgnVCM1000000b205a0aRCRD,"BRIVIESCA, 4",CALLE,28033,COSTILLARES,CIUDAD LINEAL
4548441,Instalación Deportiva Municipal Básica Brujas,Instalación Deportiva,1 Pista de fútbol sala,"Metro: PavonesBus: 8 , 20 , 30 , 32 , 71 , 100 , 140 , 142 , 144.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a1a83dbd6891110VgnVCM2000000c205a0aRCRD,"BRUJAS, 32",CALLE,28030,PAVONES,MORATALAZ
6288965,Instalación Deportiva Municipal Básica Brunete,Instalación Deportiva,1 pista de baloncesto1 pista de fútbol-sala,Metro: Lacoma. Bus: 49,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1be011a8111d4310VgnVCM2000000c205a0aRCRD,"BRUNETE, 1",CALLE,28048,EL PARDO,FUENCARRAL-EL PARDO
4541536,Instalación Deportiva Municipal Básica Burgo de Osma,Instalación Deportiva,1 Pista polideportiva,"Bus: 7 , 29 , 70 , 107 , 125",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=46793331bca51110VgnVCM1000000b205a0aRCRD,"BURGO DE OSMA, 5",CALLE,28033,APOSTOL SANTIAGO,HORTALEZA
4546485,Instalación Deportiva Municipal Básica Burgos,Instalación Deportiva,7 Pistas de Pádel,"Metro: BambúBus: 80 , 129, 150, 174.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b781021e8d81110VgnVCM1000000b205a0aRCRD,BURGOS 18B,AVENIDA,28036,CASTILLA,CHAMARTIN
4527131,Instalación Deportiva Municipal Básica C. F. Nuestra Señora del Buen Camino,Instalación Deportiva,1 Campo de Fútbol (césped artificial),"Bus: 160 , 161 , I.Renfe: Aravaca",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8789e08dc3ee0110VgnVCM1000000b205a0aRCRD,"RIO ZANCARA, 1",GLORIETA,28023,ARAVACA,MONCLOA-ARAVACA
4663799,Instalación Deportiva Municipal Básica C.P. Aragón,Instalación Deportiva,1 Campo de fútbol 11 de césped artificial,"Metro: Miguel HernándezBus: 54 , 58 , 103 , 142 , 143 , 144",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cba58203c8485110VgnVCM1000000b205a0aRCRD,"ANTONIO MAIRENA, 23",CALLE,28038,PALOMERAS SURESTE,PUENTE DE VALLECAS
4542012,Instalación Deportiva Municipal Básica Calanda,Instalación Deportiva,Pista de Chito,"Metro: EsperanzaBus: 73 , 120 , 122",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7132f9841a61110VgnVCM1000000b205a0aRCRD,"CALANDA, 30",CALLE,28043,CANILLAS,HORTALEZA
5940802,Instalación Deportiva Municipal Básica Caleruega,Instalación Deportiva,1 Pista de baloncesto,"Metro: Pinar de ChamartínBus: 29 , 125 , 129 , 150.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=be549256c6bed210VgnVCM1000000b205a0aRCRD,"CALERUEGA, 52",CALLE,28033,COSTILLARES,CIUDAD LINEAL
4545202,Instalación Deportiva Municipal Básica Camino Viejo de Leganés,Instalación Deportiva,1 Pista polideportiva,"Metro: AbrantesBus: 47 , 108 , 118",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c8cea3c8dd71110VgnVCM1000000b205a0aRCRD,"CAMINO VIEJO DE LEGANES, S/N",CALLE,28025,PUERTA BONITA,CARABANCHEL
4542543,Instalación Deportiva Municipal Básica Campo de Fútbol San Martín de Porres,Instalación Deportiva,1 Campo de fútbol,"Bus: 17 , 25.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=417aa1c3a9e61110VgnVCM1000000b205a0aRCRD,"ERMITA DEL SANTO, S/N",PASEO,28019,SAN ISIDRO,CARABANCHEL
4664929,Instalación Deportiva Municipal Básica Campo de Fútbol Tierra,Instalación Deportiva,1 Campo de fútbol,"Metro: Artilleros. Bus: 30 , 32 , 71",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4ba3fa5ace85110VgnVCM1000000b205a0aRCRD,"DOCTOR GARCIA TAPIA, 113",AVENIDA,28030,MARROQUINA,MORATALAZ
11386717,Instalación Deportiva Municipal Básica Campo de fútbol de la A. D. Orcasitas,Instalación Deportiva,1 Campo de fútbol 11 de césped artificial,"Bus: 6 , 60 , 131. Renfe: Orcasitas.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=94d96bdaa0149710VgnVCM1000001d4a900aRCRD,"RAFAELA YBARRA, 119",AVENIDA,28041,ORCASITAS,USERA
4549935,Instalación Deportiva Municipal Básica Canal de Panamá,Instalación Deportiva,1 Pista de fútbol sala,"Metro: Barrio de la ConcepciónBus: 11 , 21 , 48 , 53 , 122 , 146.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98bb6f91462a1110VgnVCM1000000b205a0aRCRD,"CANAL DE PANAMA, S/N",CALLE,28027,SAN PASCUAL,CIUDAD LINEAL
4542086,Instalación Deportiva Municipal Básica Canillas - Club Deportivo Canillas,Instalación Deportiva,Campo de fútbol 11 de césped artificialPista de fútbol sala de césped artificial,"Metro: Pinar del ReyBus: 9 , 72 , 87",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=250cfb7f34a61110VgnVCM1000000b205a0aRCRD,"AGUSTIN DE ITURBIDE, 1",CALLE,28043,PINAR DEL REY,HORTALEZA
4557688,Instalación Deportiva Municipal Básica Carlos II,Instalación Deportiva,1 Pista de baloncesto. 1 Pista de fútbol sala,"Bus: 38 , 48 , 140",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=225c77f0d8ae1110VgnVCM1000000b205a0aRCRD,"CARLOS II, 4",CALLE,28022,ROSAS,SAN BLAS-CANILLEJAS
4583473,Instalación Deportiva Municipal Básica Carlos Solé,Instalación Deportiva,1 Pista de frontón corto 2 Pistas de pádel 2 Pistas de tenis,"Metro: Buenos Aires , Alto del ArenalBus: 54 , 57 , 58 , 103 , 136 , 141 , 143",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=75d200123edb2110VgnVCM1000000b205a0aRCRD,"CARLOS SOLE, 19",CALLE,28038,PORTAZGO,PUENTE DE VALLECAS
6349357,Instalación Deportiva Municipal Básica Carmen Amaya,Instalación Deportiva,1 Pista baloncesto1 Pista fúbol-sala,"Metro: PavonesBus: 20 , 30 , 32 , 71 , 100 , 140 , 142 , 144.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50a72f68db606310VgnVCM1000000b205a0aRCRD,"DOCTOR GARCIA TAPIA, 28-30",AVENIDA,28030,MARROQUINA,MORATALAZ
4659353,Instalación Deportiva Municipal Básica Caronte,Instalación Deportiva,1 Pista polideportiva,"Metro: Marqués de Vadillo , UrgelBus: 34 , 35 , 118 , 119",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=683881f05ba65110VgnVCM1000000b205a0aRCRD,"CARONTE, 4",CALLE,28019,SAN ISIDRO,CARABANCHEL
4540143,Instalación Deportiva Municipal Básica Carril del Conde,Instalación Deportiva,1 Pista de fútbol sala,"Metro: Arturo SoriaBus: 9 , 11 , 70 , 72 , 73 , 120 , 122.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb5cbab638551110VgnVCM1000000b205a0aRCRD,"CARRIL DEL CONDE C/V CALLE DEL PUERTO REAL, 7",CALLE,28043,CANILLAS,HORTALEZA
4542523,Instalación Deportiva Municipal Básica Carrión de los Condes,Instalación Deportiva,2 Pistas de petanca,"Metro: ManoterasBus: 7 , 29 , 107 , 125 , 129",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e31bfdaa18e61110VgnVCM1000000b205a0aRCRD,"TEMPLARIOS, 4",PLAZA,28033,APOSTOL SANTIAGO,HORTALEZA
5870186,Instalación Deportiva Municipal Básica Casa Campo,Instalación Deportiva,1 Pista de baloncesto,Metro: Lago.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=139cf80f8de5c210VgnVCM1000000b205a0aRCRD,"CASA DE CAMPO, s/n",PARQUE,28011,CASA DE CAMPO,MONCLOA-ARAVACA
5869345,Instalación Deportiva Municipal Básica Casa Campo I Lago,Instalación Deportiva,1 Campo de fútbol,Metro: Lago.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=89a00e5f50e5c210VgnVCM1000000b205a0aRCRD,"CASA DE CAMPO, s/n",PARQUE,28011,CASA DE CAMPO,MONCLOA-ARAVACA
5869829,Instalación Deportiva Municipal Básica Casa Campo II Teleférico,Instalación Deportiva,1 Campo de fútbol,Metro: Lago.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=492b2a3349e5c210VgnVCM1000000b205a0aRCRD,"CASA DE CAMPO, s/n",PARQUE,28011,CASA DE CAMPO,MONCLOA-ARAVACA
5869871,Instalación Deportiva Municipal Básica Casa Campo III,Instalación Deportiva,1 Campo de fútbol,"Bus: 41 , 75.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c5e42a3349e5c210VgnVCM1000000b205a0aRCRD,"CASA CAMPO, S/N",PARQUE,28008,CASA DE CAMPO,MONCLOA-ARAVACA
5870126,Instalación Deportiva Municipal Básica Casa Campo IV,Instalación Deportiva,1 Campo de fútbol1 Campo de fútbol 7,"Bus: 41 , 46 , 75",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4887e5021ce5c210VgnVCM1000000b205a0aRCRD,"CASA CAMPO, S/N",PARQUE,28008,CASA DE CAMPO,MONCLOA-ARAVACA
4548779,Instalación Deportiva Municipal Básica Casino de la Reina,Instalación Deportiva,1 Pista Polideportiva1 Pista de Baloncesto,"Metro: Embajadores , Lavapies.Bus: 27 , 34 , 36 , 41 , 60 , 119 , 148 , C.Renfe: Embajadores",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6739309c9bc91110VgnVCM2000000c205a0aRCRD,"CASINO, 3",CALLE,28005,EMBAJADORES,CENTRO
4579728,Instalación Deportiva Municipal Básica Castroserna,Instalación Deportiva,1 Campo de fútbol (de tierra) Tenis de mesa,"Metro: LuceroBus: 31 , 55 , 138",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ab5ec5543ea2110VgnVCM2000000c205a0aRCRD,"CASTROSERNA, 2",CALLE,28047,LUCERO,LATINA
4584619,Instalación Deportiva Municipal Básica Cazorla,Instalación Deportiva,1 Pista de baloncesto,"Bus: 24 , 102 , 103 , 111",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6fad7348de2c2110VgnVCM1000000b205a0aRCRD,"IBROS, 3",CALLE,28053,ENTREVIAS,PUENTE DE VALLECAS
4548963,Instalación Deportiva Municipal Básica Cementerio Civil,Instalación Deportiva,1 Pista de fútbol sala,"Metro: García NoblejasBus: 4 , 38 , 48 , 70 , 106 , 109.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fc00dedbe1d91110VgnVCM1000000b205a0aRCRD,"DAROCA, 101",AVENIDA,28032,PUEBLO NUEVO,CIUDAD LINEAL
4556053,Instalación Deportiva Municipal Básica Cerro Blanco,Instalación Deportiva,1 Pista de baloncesto1 Pista de balonmano2 Pistas de bolos y petanca,"Bus: 6, 60, 78, 81.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1cb10d17980e1110VgnVCM1000000b205a0aRCRD,"ALBARDIN C/V CALLE CERRO BLANCO, 30, 7",CALLE,28026,ZOFIO,USERA
4581453,Instalación Deportiva Municipal Básica Cerro Cabezuelos,Instalación Deportiva,1 Campo de fútbol 11 de tierra,"Bus: 10 , 57 , 136 , 144 , 310 , 410",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2690aec7b7b2110VgnVCM1000000b205a0aRCRD,"VILLALOBOS, 46",CALLE,28018,PALOMERAS SURESTE,PUENTE DE VALLECAS
5800623,Instalación Deportiva Municipal Básica Cerro Negro,Instalación Deportiva,1 Pista de baloncesto. 2 Pistas de bolos y petanca. 1 Pista de patinaje Tenis de mesa,"Metro: Puente de VallecasBus: 8 , 10 , 24 , 37 , 54 , 56 , 57 , 58 , 111 , 113 , 136 , 141 , 148.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=965a3906b2f0b210VgnVCM2000000c205a0aRCRD,"CERRO NEGRO, 5",CALLE,28007,ADELFAS,RETIRO
4528555,Instalación Deportiva Municipal Básica Circuito Natural Footing Retiro,Instalación Deportiva,1 Circuito de Footing,"Metro: Retiro , AtochaBus: 1 , 2 , 9 , 15 , 19 , 20 , 26 , 28 , 51 , 52 , 74 , 146 , 202Renfe: Atocha",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2fb7dff2c201110VgnVCM1000000b205a0aRCRD,EL RETIRO,PARQUE,28014,LOS JERONIMOS,RETIRO
95298,Instalación Deportiva Municipal Básica Circuito de Footing Casa de Campo,Instalación Deportiva,"Circuito de footing con un recorrido de 2,5 Km.- Arranca desde el aparcamiento del Lago hasta el Pinar de las Siete Hermanas y vuelta por la antigua acequia hasta el punto de partida. No cruza ninguna vía de automóviles.- Contiene 14 estaciones distintas con aparatos para la realización de ejercicios.","Metro: LagoBus: 31 , 33 , 36 , 39 , 65",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f584f36ff81c010VgnVCM1000000b205a0aRCRD,CASA DE CAMPO,PARQUE,28011,CASA DE CAMPO,MONCLOA-ARAVACA
4556885,Instalación Deportiva Municipal Básica Ciudad Pegaso I,Instalación Deportiva,1 Pista polideportiva,"Bus: 77 , 101 , 114 , 115 , 151",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=84865f45475e1110VgnVCM1000000b205a0aRCRD,"UNO, S/N",CALLE,28022,REJAS,SAN BLAS-CANILLEJAS
4556948,Instalación Deportiva Municipal Básica Ciudad Pegaso II,Instalación Deportiva,3 Pistas de Petanca,"Bus: 77 , 101 , 114 , 115 , 151",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b161816485e1110VgnVCM1000000b205a0aRCRD,"SEIS, S/N",CALLE,28022,REJAS,SAN BLAS-CANILLEJAS
4557767,Instalación Deportiva Municipal Básica Ciudad Pegaso III,Instalación Deportiva,1 Pista polideportiva,Bus: 77,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=296b65815aae1110VgnVCM1000000b205a0aRCRD,"ONCE, S/N",CALLE,28022,REJAS,SAN BLAS-CANILLEJAS
4543802,Instalación Deportiva Municipal Básica Ciudad de Los Ángeles,Instalación Deportiva,2 Pistas de baloncesto1 Pista de patinaje,"Metro: Villaverde Bajo CruceBus: 18 , 86 , 116Renfe: Puente Alcocer",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f346588fd3471110VgnVCM1000000b205a0aRCRD,"ANOETA, S/N",CALLE,28041,LOS ANGELES,VILLAVERDE
4546507,Instalación Deportiva Municipal Básica Clara del Rey,Instalación Deportiva,Pista polideportiva con marcajes de fútbol-sala.,"Metro: Alfonso XIIIBus: 9 , 40 , 43 , 72 , 73",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66bb7626aad81110VgnVCM1000000b205a0aRCRD,"CLARA DEL REY, 61",CALLE,28002,PROSPERIDAD,CHAMARTIN
6316901,Instalación Deportiva Municipal Básica Club de Petanca Esperanza de Canilllas,Instalación Deportiva,6 Pistas de bolos y petanca,"Metro: EsperanzaBus: 120 , 122.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50be891a12165310VgnVCM2000000c205a0aRCRD,"SILVANO, 63",CALLE,28043,CANILLAS,HORTALEZA
11080945,Instalación Deportiva Municipal Básica Club de Petanca Peonias,Instalación Deportiva,3 Pistas de bolos y petanca,"Metro: EsperanzaBus: 120 , 122.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47cd4c43e20de610VgnVCM2000001f4a900aRCRD,"PEONIAS, 2",CALLE,28042,PALOMAS,HORTALEZA
5940483,Instalación Deportiva Municipal Básica Cocheras (Ciudad Lineal),Instalación Deportiva,1 Campo de fútbol,"Bus: 15 , 28 , 71 , 110 , 113 , 210.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0aca0c7f53bed210VgnVCM1000000b205a0aRCRD,"SAN LAMBERTO, s/n",CALLE,28017,VENTAS,CIUDAD LINEAL
4528738,Instalación Deportiva Municipal Básica Cocheras (Retiro),Instalación Deportiva,2 Pistas de baloncesto 2 Pistas de patinaje (bajo el puente de Doctor Esquerdo) Tenis de mesa,"Metro: Pacífico  Bus: 8 , 10 , 24 , 37 , 54 , 56 , 57 , 136 ,141  Bicicletas:    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4405ad5b81301110VgnVCM1000000b205a0aRCRD,"COCHERAS, 1",CALLE,28007,PACIFICO,RETIRO
4560062,Instalación Deportiva Municipal Básica Colombia,Instalación Deportiva,1 Pista de patinaje,"Metro: ColombiaBus: 7 , 11 , 40 , 52 , 87",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af26de1d88402110VgnVCM1000000b205a0aRCRD,"COLOMBIA, 59",CALLE,28016,HISPANOAMERICA,CHAMARTIN
4543102,Instalación Deportiva Municipal Básica Colonia Euskalduna,Instalación Deportiva,2 Pistas de fútbol sala.,"Metro: Villaverde bajo CruceBus: 18 , 86 , 116Cercanías: Puente Alcocer",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c137874b8f61110VgnVCM1000000b205a0aRCRD,"HERMANDAD DE DONANTES DE SANGRE, 7",CALLE,28041,LOS ANGELES,VILLAVERDE
4543975,Instalación Deportiva Municipal Básica Colonia Marconi,Instalación Deportiva,2 Pistas de tenis4 Frontones cortos1 Pista polideportiva1 Pista de patinaje,Bus: 79,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b538004f7471110VgnVCM1000000b205a0aRCRD,"MARCONI, s/n",AVENIDA,28021,SAN ANDRES,VILLAVERDE
4542504,Instalación Deportiva Municipal Básica Colonia San Cristóbal de Los Ángeles,Instalación Deportiva,2 Pistas polideportivas,"Metro: San CristóbalBus: 59, 79",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=adab8e71e6e61110VgnVCM1000000b205a0aRCRD,"ROCAFORT, s/n",CALLE,28021,SAN CRISTOBAL,VILLAVERDE
4581472,Instalación Deportiva Municipal Básica Colonia Sierra del Valle,Instalación Deportiva,1 Pista de patinaje,"Metro: PortazgoBus: 10 , 54 , 57 , 58 , 103 , 310",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1370aec7b7b2110VgnVCM1000000b205a0aRCRD,"PAYASO FOFO, 9",CALLE,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS
