Identificador_Dirección,Número_de_Distrito,Calle,Tipo de Vía
750074029,13,RUE DES TANNERIES,RUE
750139340,17,RUE DES TAPISSERIES,RUE
750084871,18,RUE DE STEINKERQUE,RUE
750158414,18,RUE DES TENNIS,RUE
750139494,17,RUE DES TERNES,RUE
750074048,13,RUE DES TERRES AU CURE,RUE
750105993,14,RUE DES THERMOPYLES,RUE
750039272,8,RUE DE STOCKHOLM,RUE
750095978,20,RUE DES TOURELLES,RUE
750008857,3,RUE DES TOURNELLES,RUE
750057015,11,RUE DES TROIS BORNES,RUE
750057053,11,RUE DES TROIS COURONNES,RUE
750169116,18,RUE DES TROIS FRERES,RUE
750025925,5,RUE DES TROIS PORTES,RUE
750084981,18,RUE DE SUEZ,RUE
750012110,4,RUE DE SULLY,RUE
750039301,8,RUE DE SURENE,RUE
750012281,4,RUE DES URSINS,RUE
750025971,5,RUE DES URSULINES,RUE
750009156,3,RUE DES VERTUS,RUE
750130288,16,RUE DES VIGNES,RUE
750096185,20,RUE DES VIGNOLES,RUE
750153479,10,RUE DES VINAIGRIERS,RUE
750118661,15,RUE DES VOLONTAIRES,RUE
750074875,13,RUE DES VOLUBILIS,RUE
750074906,13,RUE DES WALLONS,RUE
750172086,12,RUE DE TAHITI,RUE
750033751,7,RUE DE TALLEYRAND,RUE
750167421,19,RUE DE TANGER,RUE
750039327,8,RUE DE TEHERAN,RUE
750095881,20,RUE DE TERRE NEUVE,RUE
750139542,17,RUE DE THANN,RUE
750147953,19,RUE DE THIONVILLE,RUE
750008830,3,RUE DE THORIGNY,RUE
750152679,12,RUE DE THORINS,RUE
750139615,17,RUE DE TILSITT,RUE
750095923,20,RUE DE TLEMCEN,RUE
750139644,17,RUE DE TOCQUEVILLE,RUE
750074106,13,RUE DE TOLBIAC,RUE
750085124,18,RUE DE TOMBOUCTOU,RUE
750085149,18,RUE DE TORCY,RUE
750064556,12,RUE DE TOUL,RUE
750145495,19,RUE DE TOULOUSE,RUE
750029700,6,RUE DE TOURNON,RUE
750157481,20,RUE DE TOURTILLE,RUE
750006163,2,RUE DE TRACY,RUE
750129728,16,RUE DE TRAKTIR,RUE
750085235,18,RUE DE TRETAIGNE,RUE
750044309,9,RUE DE TREVISE,RUE
750057163,11,RUE DE TUNIS,RUE
750008933,3,RUE DE TURBIGO,RUE
750009047,3,RUE DE TURENNE,RUE
750039425,8,RUE DE TURIN,RUE
750026015,5,RUE DE VALENCE,RUE
750049583,10,RUE DE VALENCIENNES,RUE
750151842,1,RUE DE VALOIS,RUE
750034249,7,RUE DE VARENNE,RUE
750129791,16,RUE DE VARIZE,RUE
750159137,11,RUE DE VAUCOULEURS,RUE
750173172,15,RUE DE VAUGIRARD,RUE
750012289,4,RUE DE VENISE,RUE
750002977,1,RUE DE VENTADOUR,RUE
750088285,20,RUE DEVERIA,RUE
750034338,7,RUE DE VERNEUIL,RUE
750039518,8,RUE DE VEZELAY,RUE
750003008,1,RUE DE VIARMES,RUE
750118365,15,RUE DE VICHY,RUE
750039560,8,RUE DE VIENNE,RUE
750118511,15,RUE DE VILLAFRANCA,RUE
750034399,7,RUE DE VILLERSEXEL,RUE
750074622,13,RUE DE VIMOUTIERS,RUE
750044629,9,RUE DE VINTIMILLE,RUE
750118606,15,RUE DE VIROFLAY,RUE
750118679,15,RUE DE VOUILLE,RUE
750065135,12,RUE DE WATTIGNIES,RUE
750078328,18,RUE DIARD,RUE
750100752,14,RUE DIDOT,RUE
750046377,10,RUE DIEU,RUE
750155932,13,RUE DIEUDONNE COSTES,RUE
750068962,13,RUE DIEULAFOY,RUE
750022849,5,RUE DOLOMIEU,RUE
750022852,5,RUE DOMAT,RUE
750110379,15,RUE DOMBASLE,RUE
750118835,15,RUE DOMINIQUE PADO,RUE
750121589,16,RUE DONIZETTI,RUE
750060529,12,RUE DORIAN,RUE
750184253,13,RUE DOROTHEA LANGE,RUE
750121608,16,RUE DOSNE,RUE
750078380,18,RUE DOUDEAUVILLE,RUE
750051778,11,RUE DRANEM,RUE
750078440,18,RUE DREVET,RUE
750041291,9,RUE DROUOT,RUE
750030293,7,RUE DU BAC,RUE
750075633,18,RUE DU BAIGNEUR,RUE
750121615,16,RUE DUBAN,RUE
750066425,13,RUE DU BANQUIER,RUE
750179592,17,RUE DU BASTION,RUE
750107805,15,RUE DU BESSIN,RUE
750158871,15,RUE DU BOCAGE,RUE
750035187,8,RUE DU BOCCADOR,RUE
750120009,16,RUE DU BOIS DE BOULOGNE,RUE
750169594,20,RUE DU BORREGO,RUE
750000275,1,RUE DU BOULOI,RUE
750120303,16,RUE DU BOUQUET DE LONGCHAMP,RUE
750006704,3,RUE DU BOURG L'ABBE,RUE
750009787,4,RUE DU BOURG TIBOURG,RUE
750060564,12,RUE DUBRUNFAUT,RUE
750120380,16,RUE DU BUIS,RUE
750045804,10,RUE DU BUISSON SAINT-LOUIS,RUE
750078459,18,RUE DUC,RUE
750003631,2,RUE DU CAIRE,RUE
750076247,18,RUE DU CALVAIRE,RUE
750087039,20,RUE DU CAMBODGE,RUE
750076284,18,RUE DU CANADA,RUE
750100812,14,RUE DU CANGE,RUE
750026604,6,RUE DU CANIVET,RUE
750087102,20,RUE DU CAPITAINE FERBER,RUE
750132184,17,RUE DU CAPITAINE LAGACHE,RUE
750076288,18,RUE DU CAPITAINE MADON,RUE
750087130,20,RUE DU CAPITAINE MARCHAL,RUE
750360301,15,RUE DU CAPITAINE MENARD,RUE
750120397,16,RUE DU CAPITAINE OLCHANSKI,RUE
750108469,15,RUE DU CAPITAINE SCOTT,RUE
750087170,20,RUE DU CAPITAINE TARRON,RUE
750132193,17,RUE DU CAPORAL PEUGEOT,RUE
750152829,18,RUE DU CARDINAL DUBOIS,RUE
750162042,18,RUE DU CARDINAL GUIBERT,RUE
750022325,5,RUE DU CARDINAL LEMOINE,RUE
750058670,12,RUE DU CHAFFAULT,RUE
750045935,10,RUE DU CHALET,RUE
750067482,13,RUE DU CHAMP DE L'ALOUETTE,RUE
750159523,7,RUE DU CHAMP DE MARS,RUE
750169436,12,RUE DU CHAROLAIS,RUE
750099850,14,RUE DU CHATEAU,RUE
750045996,10,RUE DU CHATEAU D'EAU,RUE
750046108,10,RUE DU CHATEAU LANDON,RUE
750158140,5,RUE DU CHAT QUI PECHE,RUE
750069202,13,RUE DUCHEFDELAVILLE,RUE
750184949,19,RUE DU CHEMIN DE FER,RUE
750051387,11,RUE DU CHEMIN VERT,RUE
750087581,20,RUE DU CHER,RUE
750026694,6,RUE DU CHERCHE-MIDI,RUE
750067935,13,RUE DU CHEVALERET,RUE
750077295,18,RUE DU CHEVALIER DE LA BARRE,RUE
750156514,1,RUE DU CHEVALIER DE SAINT-GEORGE,RUE
750051497,11,RUE DU CHEVET,RUE
750022454,5,RUE DU CIMETIERE SAINT-BENOIST,RUE
750035531,8,RUE DU CIRQUE,RUE
750010032,4,RUE DU CLOITRE NOTRE-DAME,RUE
750158200,4,RUE DU CLOITRE SAINT-MERRI,RUE
750087683,20,RUE DU CLOS,RUE
750109109,15,RUE DU CLOS FEUQUIERES,RUE
750035598,8,RUE DU COLISEE,RUE
750109131,15,RUE DU COLONEL COLONNA D'ORNANO,RUE
750031064,7,RUE DU COLONEL COMBES,RUE
750068366,13,RUE DU COLONEL DOMINE,RUE
750000455,1,RUE DU COLONEL DRIANT,RUE
750132963,17,RUE DU COLONEL MANHES,RUE
750132973,17,RUE DU COLONEL MOLL,RUE
750100057,14,RUE DU COLONEL MONTEIL,RUE
750059520,12,RUE DU COLONEL OUDOT,RUE
750109151,15,RUE DU COLONEL PIERRE AVIA,RUE
750059567,12,RUE DU COLONEL ROZANOFF,RUE
750151756,16,RUE DU COMMANDANT GUILBAUD,RUE
750087706,20,RUE DU COMMANDANT L'HERMINIER,RUE
750051520,11,RUE DU COMMANDANT LAMY,RUE
750159983,15,RUE DU COMMANDANT LEANDRI,RUE
750121001,16,RUE DU COMMANDANT MARCHAND,RUE
750046255,10,RUE DU COMMANDANT MORTENOL,RUE
750151305,14,RUE DU COMMANDANT RENE MOUCHOTTE,RUE
750035652,8,RUE DU COMMANDANT RIVIERE,RUE
750121006,16,RUE DU COMMANDANT SCHLOESING,RUE
750100108,14,RUE DU COMMANDEUR,RUE
750109276,15,RUE DU COMMERCE,RUE
750059617,12,RUE DU CONGO,RUE
750121029,16,RUE DU CONSEILLER COLLIGNON,RUE
750041155,9,RUE DU CONSERVATOIRE,RUE
750068455,13,RUE DU CONVENTIONNEL CHIAPPE,RUE
750109589,15,RUE DU COTENTIN,RUE
750100822,14,RUE DU COUEDIC,RUE
750003926,2,RUE DU CROISSANT,RUE
750000580,1,RUE DU CYGNE,RUE
750051656,11,RUE DU DAHOMEY,RUE
750133498,17,RUE DU DEBARCADERE,RUE
750041192,9,RUE DU DELTA,RUE
750100592,14,RUE DU DEPART,RUE
750162859,18,RUE DU DEPARTEMENT,RUE
750147437,13,RUE DU DESSOUS DES BERGES,RUE
750145788,13,RUE DU DISQUE,RUE
750133682,17,RUE DU DOBROPOL,RUE
750121493,16,RUE DU DOCTEUR BLANCHE,RUE
750161864,13,RUE DU DOCTEUR BOURNEVILLE,RUE
750069000,13,RUE DU DOCTEUR CHARLES RICHET,RUE
750163918,15,RUE DU DOCTEUR FINLAY,RUE
750121514,16,RUE DU DOCTEUR GERMAIN SEE,RUE
750060513,12,RUE DU DOCTEUR GOUJON,RUE
750133741,17,RUE DU DOCTEUR HEULIN,RUE
750110298,15,RUE DU DOCTEUR JACQUEMAIRE-CLEMENCEAU,RUE
750088367,20,RUE DU DOCTEUR LABBE,RUE
750015424,19,RUE DU DOCTEUR LAMAZE,RUE
750159094,8,RUE DU DOCTEUR LANCEREAUX,RUE
750069004,13,RUE DU DOCTEUR LANDOUZY,RUE
750069015,13,RUE DU DOCTEUR LAURENT,RUE
750069027,13,RUE DU DOCTEUR LECENE,RUE
750069040,13,RUE DU DOCTEUR LERAY,RUE
750069065,13,RUE DU DOCTEUR LUCAS-CHAMPIONNIERE,RUE
750069081,13,RUE DU DOCTEUR MAGNAN,RUE
750088371,20,RUE DU DOCTEUR PAQUELIN,RUE
750133757,17,RUE DU DOCTEUR PAUL BROUSSE,RUE
750015439,19,RUE DU DOCTEUR POTAIN,RUE
750110338,15,RUE DU DOCTEUR ROUX,RUE
750069104,13,RUE DU DOCTEUR TUFFIER,RUE
750069118,13,RUE DU DOCTEUR VICTOR HUTINEL,RUE
750121577,16,RUE DU DOME,RUE
750100791,14,RUE DU DOUANIER ROUSSEAU,RUE
750027037,6,RUE DU DRAGON,RUE
750051990,11,RUE DU FAUBOURG DU TEMPLE,RUE
750153428,9,RUE DU FAUBOURG MONTMARTRE,RUE
750041509,9,RUE DU FAUBOURG POISSONNIERE,RUE
750060897,12,RUE DU FAUBOURG SAINT-ANTOINE,RUE
750046974,10,RUE DU FAUBOURG SAINT-DENIS,RUE
750036080,8,RUE DU FAUBOURG SAINT-HONORE,RUE
750164055,14,RUE DU FAUBOURG SAINT-JACQUES,RUE
750047070,10,RUE DU FAUBOURG SAINT-MARTIN,RUE
750010175,4,RUE DU FAUCONNIER,RUE
750023111,5,RUE DU FER A MOULIN,RUE
750010216,4,RUE DU FIGUIER,RUE
750145680,3,RUE DU FOIN,RUE
750149974,3,RUE DU FOREZ,RUE
750023244,5,RUE DU FOUARRE,RUE
750027266,6,RUE DU FOUR,RUE
750121639,16,RUE DUFRENOY,RUE
750183260,18,RUE DU FRET,RUE
750171995,12,RUE DU GABON,RUE
750122935,16,RUE DU GENERAL APPERT,RUE
750061207,12,RUE DU GENERAL ARCHINARD,RUE
750122954,16,RUE DU GENERAL AUBE,RUE
750112263,15,RUE DU GENERAL BARATIER,RUE
750031523,7,RUE DU GENERAL BERTRAND,RUE
750112297,15,RUE DU GENERAL BEURET,RUE
750157309,11,RUE DU GENERAL BLAISE,RUE
750016426,19,RUE DU GENERAL BRUNET,RUE
750031557,7,RUE DU GENERAL CAMOU,RUE
750122977,16,RUE DU GENERAL CLERGERIE,RUE
750177841,15,RUE DU GÉNÉRAL DE BOISSIEU,RUE
750112314,15,RUE DU GENERAL DE CASTELNAU,RUE
750151417,12,RUE DU GENERAL DE LANGLE DE CARY,RUE
750112321,15,RUE DU GENERAL DE LARMINAT,RUE
750123033,16,RUE DU GENERAL DELESTRAINT,RUE
750101566,14,RUE DU GENERAL DE MAUD'HUY,RUE
750112336,15,RUE DU GENERAL ESTIENNE,RUE
750036547,8,RUE DU GENERAL FOY,RUE
750123059,16,RUE DU GENERAL GROSSETTI,RUE
750052672,11,RUE DU GENERAL GUILHEM,RUE
750112339,15,RUE DU GENERAL GUILLAUMAT,RUE
750134576,17,RUE DU GENERAL HENRYS,RUE
750101573,14,RUE DU GENERAL HUMBERT,RUE
750031574,7,RUE DU GENERAL LAMBERT,RUE
750123063,16,RUE DU GENERAL LANGLOIS,RUE
750134595,17,RUE DU GENERAL LANREZAC,RUE
750123068,16,RUE DU GENERAL LARGEAU,RUE
750016453,19,RUE DU GENERAL LASALLE,RUE
750123080,16,RUE DU GENERAL MALLETERRE,RUE
750089543,20,RUE DU GENERAL NIESSEL,RUE
750123128,16,RUE DU GENERAL NIOX,RUE
750052688,11,RUE DU GENERAL RENAULT,RUE
750123130,16,RUE DU GENERAL ROQUES,RUE
750101729,14,RUE DU GENERAL SERE DE RIVIERES,RUE
750060576,12,RUE DUGOMMIER,RUE
750052828,11,RUE DU GRAND PRIEURE,RUE
750144134,3,RUE DU GRAND VENEUR,RUE
750007340,3,RUE DU GRENIER SAINT-LAZARE,RUE
750023530,5,RUE DU GRIL,RUE
750031797,7,RUE DU GROS CAILLOU,RUE
750146647,20,RUE DU GROUPE MANOUCHIAN,RUE
750027062,6,RUE DUGUAY-TROUIN,RUE
750183002,18,RUE DU GUE,RUE
750110464,15,RUE DU GUESCLIN,RUE
750089862,20,RUE DU GUIGNIER,RUE
750016695,19,RUE DU HAINAUT,RUE
750112847,15,RUE DU HAMEAU,RUE
750023593,5,RUE DU HAUT PAVE,RUE
750036796,8,RUE DU HAVRE,RUE
750041965,9,RUE DU HELDER,RUE
750078553,18,RUE DUHESME,RUE
750047602,10,RUE DU HUIT MAI 1945,RUE
750027691,6,RUE DU JARDINET,RUE
750097125,13,RUE DU JAVELOT,RUE
750000985,1,RUE DU JOUR,RUE
750090437,20,RUE DU JOURDAIN,RUE
750071171,13,RUE DU JURA,RUE
750110476,15,RUE DULAC,RUE
750113769,15,RUE DU LAOS,RUE
750088441,20,RUE DULAURE,RUE
750017565,19,RUE DU LEMAN,RUE
750091126,20,RUE DU LIBAN,RUE
750091147,20,RUE DU LIEUTENANT CHAURE,RUE
750081025,18,RUE DU LIEUTENANT-COLONEL DAX,RUE
750125062,16,RUE DU LIEUTENANT-COLONEL DEPORT,RUE
750102825,14,RUE DU LIEUTENANT LAPEYRE,RUE
750151901,15,RUE DU LIEUVIN,RUE
750102839,14,RUE DU LOING,RUE
750171637,13,RUE DU LOIRET,RUE
750165977,17,RUE DULONG,RUE
750001140,1,RUE DU LOUVRE,RUE
750102909,14,RUE DU LUNAIN,RUE
750004581,2,RUE DU MAIL,RUE
750103099,14,RUE DU MAINE,RUE
750010868,4,RUE DU MARCHE DES BLANCS MANTEAUX,RUE
750024215,5,RUE DU MARCHE DES PATRIARCHES,RUE
750081369,18,RUE DU MARCHE ORDENER,RUE
750053820,11,RUE DU MARCHE POPINCOURT,RUE
750001230,1,RUE DU MARCHE SAINT-HONORE,RUE
750032528,7,RUE DU MARECHAL HARISPE,RUE
750158280,19,RUE DU MAROC,RUE
750168331,17,RUE DU MARQUIS D'ARLANDES,RUE
750069227,13,RUE DUMERIL,RUE
750115202,15,RUE DU MONT AIGOUAL,RUE
750081805,18,RUE DU MONT CENIS,RUE
750121714,16,RUE DUMONT D'URVILLE,RUE
750137106,17,RUE DU MONT DORE,RUE
750103532,14,RUE DU MONTPARNASSE,RUE
750001569,1,RUE DU MONT THABOR,RUE
750168207,11,RUE DU MORVAN,RUE
750146480,13,RUE DU MOULIN DE LA POINTE,RUE
750157642,14,RUE DU MOULIN DE LA VIERGE,RUE
750142248,14,RUE DU MOULIN DES LAPINS,RUE
750072083,13,RUE DU MOULIN DES PRES,RUE
750072210,13,RUE DU MOULINET,RUE
750054251,11,RUE DU MOULIN JOLY,RUE
750103685,14,RUE DU MOULIN VERT,RUE
750062740,12,RUE DU NIGER,RUE
750004911,2,RUE DU NIL,RUE
750069297,13,RUE DUNOIS,RUE
750082304,18,RUE DU NORD,RUE
750019025,19,RUE DU NOYER-DURAND,RUE
750104113,14,RUE DU PARC DE MONTSOURIS,RUE
750007783,3,RUE DU PARC ROYAL,RUE
750007798,3,RUE DU PAS DE LA MULE,RUE
750127131,16,RUE DU PASTEUR MARC BOEGNER,RUE
750054845,11,RUE DU PASTEUR WAGNER,RUE
750001687,1,RUE DU PELICAN,RUE
750062807,12,RUE DU PENSIONNAT,RUE
750007879,3,RUE DU PERCHE,RUE
750127354,16,RUE DU PERE BROTTIER,RUE
750163804,14,RUE DU PERE CORENTIN,RUE
750072866,13,RUE DU PERE GUERIN,RUE
750093333,20,RUE DU PERE JULIEN DHUIT,RUE
750024740,5,RUE DU PERE TEILHARD DE CHARDIN,RUE
750041388,9,RUE DUPERRE,RUE
750024763,5,RUE DU PETIT MOINE,RUE
750011126,4,RUE DU PETIT MUSC,RUE
750024781,5,RUE DU PETIT PONT,RUE
750007056,3,RUE DUPETIT-THOUARS,RUE
750000665,1,RUE DUPHOT,RUE
750116029,15,RUE DU PIC DE BARRETTE,RUE
750027094,6,RUE DUPIN,RUE
750001764,1,RUE DU PLAT D'ETAIN,RUE
750019584,19,RUE DU PLATEAU,RUE
750011177,4,RUE DU PLATRE,RUE
750110522,15,RUE DUPLEIX,RUE
750083375,18,RUE DU POLE NORD,RUE
750005342,2,RUE DU PONCEAU,RUE
750008007,3,RUE DU PONT AUX CHOUX,RUE
750088463,20,RUE DUPONT DE L'EURE,RUE
750028589,6,RUE DU PONT DE LODI,RUE
750031183,7,RUE DUPONT DES LOGES,RUE
750143663,4,RUE DU PONT LOUIS-PHILIPPE,RUE
750001784,1,RUE DU PONT NEUF,RUE
750025046,5,RUE DU POT DE FER,RUE
750083649,18,RUE DU POTEAU,RUE
750083787,18,RUE DU PRE,RUE
750130556,16,RUE DU PRE AUX CHEVAUX,RUE
750032867,7,RUE DU PRE AUX CLERCS,RUE
750158702,19,RUE DU PRE SAINT-GERVAIS,RUE
750093975,20,RUE DU PRESSOIR,RUE
750011227,4,RUE DU PREVOT,RUE
750138331,17,RUE DU PRINTEMPS,RUE
750146581,15,RUE DU PROFESSEUR FLORIAN DELBARRE,RUE
750177558,14,RUE DU PROFESSEUR HYACINTHE VINCENT,RUE
750073339,13,RUE DU PROFESSEUR LOUIS RENAULT,RUE
750158168,5,RUE DU PUITS DE L'ERMITE,RUE
750069357,13,RUE DUPUY DE LOME,RUE
750027104,6,RUE DUPUYTREN,RUE
750005405,2,RUE DU QUATRE SEPTEMBRE,RUE
750128188,16,RUE DU RANELAGH,RUE
750051862,11,RUE DURANTI,RUE
750078642,18,RUE DURANTIN,RUE
750110547,15,RUE DURANTON,RUE
750028768,6,RUE DU REGARD,RUE
750011360,4,RUE DU RENARD,RUE
750166033,12,RUE DU RENDEZ-VOUS,RUE
750094650,20,RUE DU REPOS,RUE
750121787,16,RUE DURET,RUE
750094704,20,RUE DU RETRAIT,RUE
750020055,19,RUE DU RHIN,RUE
750088507,20,RUE DURIS,RUE
750031244,7,RUE DUROC,RUE
750171228,8,RUE DU ROCHER,RUE
750084190,18,RUE DU ROI D'ALGER,RUE
750011443,4,RUE DU ROI DE SICILE,RUE
750008218,3,RUE DU ROI DORE,RUE
750002136,1,RUE DU ROULE,RUE
750084351,18,RUE DU RUISSEAU,RUE
750028932,6,RUE DU SABOT,RUE
750141851,12,RUE DU SAHEL,RUE
750105500,14,RUE DU SAINT-GOTHARD,RUE
750095433,20,RUE DU SENEGAL,RUE
750006080,2,RUE DU SENTIER,RUE
750064242,12,RUE DU SERGENT BAUCHAT,RUE
750139280,17,RUE DU SERGENT HOFF,RUE
750128964,16,RUE DU SERGENT MAGINOT,RUE
750163928,18,RUE DU SIMPLON,RUE
750095477,20,RUE DU SOLEIL,RUE
750044854,5,RUE DU SOMMERARD,RUE
750117343,15,RUE DU SOMMET DES ALPES,RUE
750117348,15,RUE DU SOUDAN,RUE
750084850,18,RUE DU SQUARE CARPEAUX,RUE
750004044,2,RUE DUSSOUBS,RUE
750095719,20,RUE DU SURMELIN,RUE
750147879,13,RUE DU TAGE,RUE
750169596,20,RUE DU TELEGRAPHE,RUE
750008723,3,RUE DU TEMPLE,RUE
750049552,10,RUE DU TERRAGE,RUE
750157640,14,RUE DU TEXEL,RUE
750117521,15,RUE DU THEATRE,RUE
750162802,13,RUE DU TIBRE,RUE
750110605,15,RUE DUTOT,RUE
750096057,20,RUE DU TRANSVAAL,RUE
750012235,4,RUE DU TRESOR,RUE
750021168,19,RUE DU TUNNEL,RUE
750025996,5,RUE DU VAL DE GRACE,RUE
750015518,19,RUE DUVERGIER,RUE
750009095,3,RUE DU VERTBOIS,RUE
750029903,6,RUE DU VIEUX COLOMBIER,RUE
750003062,1,RUE DU VINGT-NEUF JUILLET,RUE
750031285,7,RUE DUVIVIER,RUE
750096627,20,RUE DU VOLGA,RUE
750060621,12,RUE EBELMEN,RUE
750031297,7,RUE EBLE,RUE
750142458,15,RUE EDGAR FAURE,RUE
750015537,19,RUE EDGAR POE,RUE
750177869,19,RUE EDGAR VARESE,RUE
750121835,16,RUE EDMOND ABOUT,RUE
750069435,13,RUE EDMOND FLAMAND,RUE
750069457,13,RUE EDMOND GONDINET,RUE
750159998,15,RUE EDMOND GUILLOUT,RUE
750169095,15,RUE EDMOND ROGER,RUE
750100981,14,RUE EDMOND ROUSSE,RUE
750031325,7,RUE EDMOND VALENTIN,RUE
750000690,1,RUE EDOUARD COLONNE,RUE
750133887,17,RUE EDOUARD DETAILLE,RUE
750121852,16,RUE EDOUARD FOURNIER,RUE
750178832,20,RUE EDOUARD GLISSANT,RUE
750100984,14,RUE EDOUARD JACQUES,RUE
750060628,12,RUE EDOUARD LARTET,RUE
750051891,11,RUE EDOUARD LOCKROY,RUE
750069463,13,RUE EDOUARD MANET,RUE
750015567,19,RUE EDOUARD PAILLERON,RUE
750022995,5,RUE EDOUARD QUENU,RUE
750060656,12,RUE EDOUARD ROBERT,RUE
750041401,9,RUE EDOUARD VII,RUE
750010167,4,RUE EGINHARD,RUE
750060675,12,RUE ELIE FAURE,RUE
750184092,15,RUE ELISABETH VIGEE-LEBRUN,RUE
750174664,20,RUE ELISA BOREY,RUE
750060683,12,RUE ELISA LEMONNIER,RUE
750169348,19,RUE ELLA FITZGERALD,RUE
750161674,13,RUE ELSA MORANTE,RUE
750007091,3,RUE ELZEVIR,RUE
750021521,19,RUE EMELIE,RUE
750110817,15,RUE EMERIAU,RUE
750133901,17,RUE EMILE ALLEZ,RUE
750078679,18,RUE EMILE BERTIN,RUE
750078689,18,RUE EMILE BLEMONT,RUE
750167807,19,RUE EMILE BOLLAERT,RUE
750180192,17,RUE EMILE BOREL,RUE
750162444,18,RUE EMILE CHAINE,RUE
750069471,13,RUE EMILE DESLANDRES,RUE
750015682,19,RUE EMILE DESVAUX,RUE
750101019,14,RUE EMILE DEUTSCH DE LA MEURTHE,RUE
750101035,14,RUE EMILE DUBOIS,RUE
750110847,15,RUE EMILE DUCLAUX,RUE
750078740,18,RUE EMILE DUPLOYE,RUE
750150095,13,RUE EMILE DURKHEIM,RUE
750176098,14,RUE EMILE FAGUET,RUE
750060701,12,RUE EMILE GILBERT,RUE
750088576,20,RUE EMILE LANDRIN,RUE
750165553,11,RUE EMILE LEPEU,RUE
750069481,13,RUE EMILE LEVASSOR,RUE
750133930,17,RUE EMILE LEVEL,RUE
750121910,16,RUE EMILE MENIER,RUE
750151949,20,RUE EMILE PIERRE CASEL,RUE
750181719,19,RUE EMILE REYNAUD,RUE
750101060,14,RUE EMILE RICHARD,RUE
750060733,12,RUE EMILIO CASTELAR,RUE
750110998,15,RUE EMMANUEL CHAUVIERE,RUE
750088613,20,RUE EMMERY,RUE
750060759,12,RUE ERARD,RUE
750023030,5,RUE ERASME,RUE
750078756,18,RUE ERCKMANN-CHATRIAN,RUE
750015786,19,RUE ERIK SATIE,RUE
750122008,16,RUE ERLANGER,RUE
750101110,14,RUE ERNEST CRESSON,RUE
750069486,13,RUE ERNEST ET HENRI ROUSSELLE,RUE
750150572,17,RUE ERNEST GOUIN,RUE
750122042,16,RUE ERNEST HEBERT,RUE
750118794,15,RUE ERNEST HEMINGWAY,RUE
750078780,18,RUE ERNESTINE,RUE
750060800,12,RUE ERNEST LACOSTE,RUE
750060805,12,RUE ERNEST LAVISSE,RUE
750060816,12,RUE ERNEST LEFEBURE,RUE
750088773,20,RUE ERNEST LEFEVRE,RUE
750031396,7,RUE ERNEST PSICHARI,RUE
750111156,15,RUE ERNEST RENAN,RUE
750134033,17,RUE ERNEST ROCHE,RUE
750078793,18,RUE ESCLANGON,RUE
750151757,12,RUE ESCOFFIER,RUE
750069602,13,RUE ESQUIROL,RUE
750078829,18,RUE ETEX,RUE
750088821,20,RUE ETIENNE DOLET,RUE
750078854,18,RUE ETIENNE JODELLE,RUE
750004079,2,RUE ETIENNE MARCEL,RUE
750088887,20,RUE ETIENNE MAREY,RUE
750069626,13,RUE EUGENE ATGET,RUE
750078874,18,RUE EUGENE CARRIERE,RUE
750122088,16,RUE EUGENE DELACROIX,RUE
750134073,17,RUE EUGENE FLACHAT,RUE
750162110,18,RUE EUGENE FOURNIERE,RUE
750182365,13,RUE EUGENE FREYSSINET,RUE
750180642,13,RUE EUGÈNE FREYSSINET,RUE
750111225,15,RUE EUGENE GIBEZ,RUE
750015827,19,RUE EUGENE JUMIN,RUE
750122094,16,RUE EUGENE LABICHE,RUE
750122107,16,RUE EUGENE MANUEL,RUE
750111233,15,RUE EUGENE MILLON,RUE
750069653,13,RUE EUGENE OUDINE,RUE
750101145,14,RUE EUGENE PELLETAN,RUE
750176758,16,RUE EUGENE POUBELLE,RUE
750154246,20,RUE EUGENE REISZ,RUE
750007095,3,RUE EUGENE SPULLER,RUE
750078946,18,RUE EUGENE SUE,RUE
750166187,10,RUE EUGENE VARLIN,RUE
750015878,19,RUE EUGENIE COTTON,RUE
750060828,12,RUE EUGENIE EBOUE,RUE
750088921,20,RUE EUGENIE LEGRAND,RUE
750036043,8,RUE EULER,RUE
750015923,19,RUE EURYALE DEHAYNIN,RUE
750183301,18,RUE EVA KOTCHEVER,RUE
750184877,20,RUE EVARISTE GALOIS,RUE
750015930,19,RUE EVETTE,RUE
750031475,7,RUE FABERT,RUE
750060850,12,RUE FABRE D'EGLANTINE,RUE
750069660,13,RUE FAGON,RUE
750051947,11,RUE FAIDHERBE,RUE
750079022,18,RUE FALCONET,RUE
750111290,15,RUE FALGUIERE,RUE
750111400,15,RUE FALLEMPIN,RUE
750185387,17,RUE FANNY,RUE
750122446,16,RUE FANTIN LATOUR,RUE
750134100,17,RUE FARADAY,RUE
750122466,16,RUE FAUSTIN HELIE,RUE
750079027,18,RUE FAUVET,RUE
750004104,2,RUE FAVART,RUE
750027181,6,RUE FELIBIEN,RUE
750122475,16,RUE FELICIEN DAVID,RUE
750111699,15,RUE FELIX FAURE,RUE
750097101,20,RUE FELIX HUGUENET,RUE
750088973,20,RUE FELIX TERRIER,RUE
750052194,11,RUE FELIX VOISIN,RUE
750079048,18,RUE FELIX ZIEM,RUE
750047237,10,RUE FENELON,RUE
750111722,15,RUE FENOUX,RUE
750061067,12,RUE FERDINAND DE BEHAGLE,RUE
