Identifiant;Nom parc;INSEE;Adresse principale;URL ressource services;Type usagers;Gratuit;Nbre total places;Nbre place parc relais;Nbre place PMR;Nbre place voit elec;Nbre place vélo;Nbre place velo-2rm elec;Nbre place autopartage;Nbre place 2rm;Nbre place covoiturage;Hauteur max;Numéro SIRET;X longitude parc WGS84;Y latitude parc WGS84;Tarif PMR;Tarif_1h;Tarif_2h;Tarif_3h;Tarif_4h;Tarif_24h;Abonnement résident;Abonnement non résident;Type ouvrage;Informations;Identifiants entrées;Adresses entrées;Arrondissement;Délégataire;Téléphone;Horaire ouverture non abonnés;Ascenseur surface;Date application tarif abonnement;Abonnement mensuel;Abonnement annuel;Tarif VL petit rouleur;Tarif petit rouleur annuel mini;Tarif petit rouleur annuel maxi;Tarif VL résident;Tarif résident annuel;Date application tarif horaire;Tarif_15mn;Tarif_30mn;Tarif_1h30;Tarif_7h;Tarif_8h;Tarif_9h;Tarif_10h;Tarif_11h;Tarif_12h;Tarif abonnement PMR mensuel;Tarif abonnement PMR timestriel;Tarif abonnement PMR annuel;Date MaJ données tarif;Tarif abonnement VéhElect mensuel;Tarif abonnement VéhElect trimestriel;Tarif abonnement VéhElect annuel;Tarif moto 1ere heure;Tarif abonnement moto mensuel;Tarif abonnement moto trimestriel;Tarif abonnement moto annuel;Tarif abonnement vélo mensuel;Coord X entrées LB93;Coord Y entrées LB93;Code zones résidentielles;Tarif_15mn Moto;Tarif_30mn Moto;Tarif_24h Moto;Tarif moto petit rouleur;Tarif moto petit rouleur annuel mini;Tarif moto petit rouleur annuel maxi;Tarif moto résident;Tarif moto résident annuel;Parc amodié;Tarif abonnement place attribuée annuel;Parc relais;Tarif abonnement parc relais annuel;Tarif résident mensuel;Parc affilié au dispositif Pass 2RM;Tarif horaire préférentiel Moto Pass 2RM;Tarif de l'abonnement au Pass 2RM mensuel;Tarif de l'abonnement au Pass 2RM trimestriel;Tarif de l'abonnement au Pass 2RM annuel;geo_shape;geo_point_2d
75113-P-163;WATT (RIVE GAUCHE);75113;50 rue watt, 75013, Paris;https://fr.parkindigo.com/parking/paris-75013/zac-rive-gauche-watt-75131300;abonnés;0;604;0;17;0;10;0;0;0;0;190;3,04646E+13;237.867.831;4.882.650.967;tarif_special;;;;;;76.0;95.0;ouvrage;tarif petit rouleur -40 % = contacter le parc;163-E-A;50 RUE WATT;13;INDIGO;144066050;POUR ABONNES;OUI;1900-01-01T01:09:21+01:00;95.0;988.0;OUI;474.0;790.0;NON;;1900-01-01T01:09:21+01:00;;;;;;;;;;47.0;135.0;494.0;2023-06-01T04:00:00+02:00;47.0;135.0;494.0;;33.0;93.0;345.0;10.0;654.385.446;6.858.673.901;1E,2E,3E,4E,34F,5E,5F,5G,5H,5J,6E,6F,6G,7E,7F,7G,7H,7J,7K,7L,;;;;OUI;162.0;270.0;NON;;NON;1235.0;NON;;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.378678311474703, 48.8265096709657], ""type"": ""Point""}";48.8265096709657, 2.378678311474703
75105-P-133;CASERNE MONGE;75105;17 ter rue gracieuse, 75005, Paris;https://www.saemes.fr/fr/parking/parking-monge;abonnés;0;359;0;5;0;0;0;0;12;0;190;3,17033E+13;235.141.587;4.884.253.826;tarif_special;;;;;;;212.0;ouvrage;;133-E-A;17 TER RUE GRACIEUSE;5;SAEMES;144829999;POUR ABONNES;NON;1900-01-01T01:09:21+01:00;212.0;2160.0;NON;;;NON;;1900-01-01T01:09:21+01:00;;;;;;;;;;106.0;;;2023-06-01T04:00:00+02:00;;;;;106.0;294.0;1080.0;;652.398.647;6.860.472.199;;;;;NON;;;NON;;NON;2700.0;NON;;;NON;;;;;"{""coordinates"": [2.3514158670409437, 48.8425382593499], ""type"": ""Point""}";48.8425382593499, 2.3514158670409437
75118-P-073;DAMREMONT;75118;73 ter rue damremont, 75018, Paris;https://www.sags.fr/parking-paris/paris-damremont.html;abonnés;0;139;0;0;0;0;0;2;9;0;220;3,89338E+13;233.575.449;488.928.896;tarif_special;;;;;;140.0;220.0;ouvrage;;73-M-A;73 TER RUE DAMREMONT;18;SAGS;?;POUR ABONNES;NON;1900-01-01T01:09:21+01:00;220.0;2200.0;NON;;;OUI;1400.0;1900-01-01T01:09:21+01:00;;;;;;;;;;0.0;0.0;0.0;2023-06-01T04:00:00+02:00;143.0;386.1;1430.0;;77.0;207.9;770.0;10.0;651.296.341;6866080.43;17R,17U,18E,18N,18P,18R,18S;;;;NON;;;OUI;500.0;NON;2750.0;NON;;140.0;OUI;;70.0;199.0;770.0;"{""coordinates"": [2.33575449191479, 48.892889595874315], ""type"": ""Point""}";48.892889595874315, 2.33575449191479
75116-P-013;EYLAU;75116;6 avenue d eylau, 75016, Paris;https://fr.parkindigo.com;abonnés;0;174;0;0;0;0;0;0;0;0;190;7,22054E+13;228.614.446;488.637.666;;;;;;;;;ouvrage;abonnes tres longue duree;13-E-A;6 AVENUE D EYLAU;16;INDIGO;141720260;POUR ABONNES;NON;1900-01-01T01:09:21+01:00;;;NON;;;NON;;1900-01-01T01:09:21+01:00;;;;;;;;;;;;;2023-06-01T04:00:00+02:00;;;;;;;;;647.629.665;6.862.873.908;;;;;NON;;;NON;;OUI;;NON;;;NON;;;;;"{""coordinates"": [2.28614446032549, 48.86376659432991], ""type"": ""Point""}";48.86376659432991, 2.28614446032549
75106-P-139;SAINT MICHEL;75106;5 place saint andre des arts, 75006, Paris;https://fr.parkindigo.com/parking/paris-75005/place-saint-michel-75050200;tous;0;428;0;9;3;4;0;1;10;0;190;3,43083E+13;234.332.133;4.885.292.358;tarif_special;5.2;10.4;15.6;20.8;46.8;292.0;366.0;ouvrage;tarif petit rouleur -25 % = contacter le parc,tarif PMR = 2,60 euros;139-M-A;5 PLACE SAINT ANDRE DES ARTS;6;INDIGO;156244432;24h / 24;OUI;2023-04-01T04:00:00+02:00;366.0;3806.0;OUI;2283.0;3044.0;NON;;2023-01-01T02:00:00+01:00;1.3;2.6;7.8;36.4;41.6;46.8;46.8;46.8;46.8;183.0;519.0;1903.0;2023-06-01T04:00:00+02:00;183.0;519.0;1903.0;1.8;128.0;363.0;1332.0;10.0;651.814.184;6.861.631.856;5H,5J,6E,6G;0.45;0.9;16.2;OUI;795.75;1061.0;NON;;NON;4757.0;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3433213297621807, 48.85292358133912], ""type"": ""Point""}";48.85292358133912, 2.3433213297621807
75108-P-015;HOCHE;75108;14 quater avenue hoche, 75008, Paris;https://fr.parkindigo.com/parking/paris-75008/hoche-75080500;tous;0;954;0;10;0;0;0;0;13;0;190;6,52008E+13;230.215.928;4.887.684.389;;5.2;10.4;15.6;20.8;46.8;;322.0;ouvrage;autre entree = 29 ter avenue Hoche, 75008, Paris;15-E-A,15-E-B;14 QUATER AVENUE HOCHE,29 TER AVENUE HOCHE;8;INDIGO;141720271;24h / 24;OUI;2023-04-01T04:00:00+02:00;322.0;3348.0;NON;;;NON;;2023-01-01T02:00:00+01:00;1.3;2.6;7.8;36.4;41.6;46.8;46.8;46.8;46.8;;;;2023-06-01T04:00:00+02:00;;;;;177.0;501.0;1841.0;;648817.375 | 648754.934;6864317.497 | 6864254.791;;;;;NON;;;NON;;NON;;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.302159283524807, 48.876843890948614], ""type"": ""Point""}";48.876843890948614, 2.302159283524807
75112-P-103;FAUBOURG SAINT ANTOINE;75112;83 ter avenue ledru rollin, 75012, Paris;https://fr.parkindigo.com/parking/paris-75012/faubourg-saint-antoine-75120200;tous;0;371;0;6;4;0;0;12;20;0;190;6,72036E+13;237.556.129;4.885.084.205;;5.0;10.0;15.0;20.0;45.0;;257.0;ouvrage;;103-E-A;83 TER AVENUE LEDRU ROLLIN;12;INDIGO;144755243;24h / 24;OUI;2023-04-01T04:00:00+02:00;257.0;2672.0;NON;;;NON;;2023-01-01T02:00:00+01:00;1.25;2.5;7.5;35.0;40.0;45.0;45.0;45.0;45.0;;;;2023-06-01T04:00:00+02:00;;;;;140.0;399.0;1456.0;;654.178.009;6.861.381.217;;;;;NON;;;NON;;NON;3340.0;NON;;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.375561286479554, 48.85084204781474], ""type"": ""Point""}";48.85084204781474, 2.375561286479554
75107-P-058;JOFFRE;75107;2 ter place joffre, 75007, Paris;https://fr.parkindigo.com/parking/paris-75007/joffre-ecole-militaire-75070200;tous;0;938;0;1;0;6;0;2;45;0;190;7,22054E+13;230.520.683;4.885.422.717;tarif_special;5.0;10.0;15.0;20.0;45.0;;211.0;ouvrage;autres entrees = 6 ter place Joffre, 75007, Paris, 14 avenue Frederic Le Play, 75007, Paris, 13 avenue Emile Accolas, 75007, Paris et 77 avenue de Suffren, 75007, Paris,tarif PMR = 2,50 euros;58-E-A,58-E-B,58-E-C,58-E-E,58-M-D;2 TER PLACE JOFFRE,6 TER PLACE JOFFRE,14 AVENUE FREDERIC LE PLAY,77 AVENUE DE SUFFREN,13 AVENUE EMILE ACOLLAS;7;INDIGO;145484330;24h / 24;ACCESSIBLE DE PLAIN PIED;2023-04-01T04:00:00+02:00;211.0;2194.0;NON;;;NON;;2023-01-01T02:00:00+01:00;1.25;2.5;7.5;35.0;40.0;45.0;45.0;45.0;45.0;105.0;300.0;1097.0;2023-06-01T04:00:00+02:00;105.0;300.0;1097.0;1.75;;;;10.0;649018.761 | 648969.76 | 648961.935 | 648682.206 | 648718.454;6861800.736 | 6861752.635 | 6861775.441 | 6861495.855 | 6861544.142;;0.45;0.9;15.75;NON;;;NON;;NON;3470.0;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3052068295024477, 48.85422716639152], ""type"": ""Point""}";48.85422716639152, 2.3052068295024477
75115-P-021;MAIRIE DU 15 EME LECOURBE;75115;147 rue lecourbe, 75015, Paris;https://www.saemes.fr/fr/parking/parking-mairie-du-15eme-lecourbe;tous;0;275;0;6;4;17;0;4;42;0;190;3,17033E+13;229.956.743;4.884.162.434;tarif_special;4.3;8.6;12.9;17.2;38.7;192.0;240.0;ouvrage;tarif petit rouleur -25 % = contacter le parc;21-E-A;147 RUE LECOURBE;15;SAEMES;148285708;24h / 24;OUI;2023-01-01T02:00:00+01:00;240.0;2400.0;OUI;1440.0;1920.0;NON;;2023-01-01T02:00:00+01:00;1.1;2.2;6.5;30.1;34.4;38.7;38.7;38.7;38.7;120.0;342.0;1200.0;2023-06-01T04:00:00+02:00;120.0;342.0;1200.0;1.5;84.0;239.0;840.0;12.0;648.592.544;6.860.403.086;15J,15K,15L,15P,15R,15V;0.4;0.8;13.5;OUI;504.0;672.0;NON;;NON;3000.0;NON;;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.2995674310919, 48.8416243364097], ""type"": ""Point""}";48.8416243364097, 2.2995674310919
75108-P-024;CONCORDE;75108;14 place de la concorde, 75008, Paris;https://fr.parkindigo.com/parking/paris-75008/place-de-la-concorde-75082100;tous;0;836;0;13;0;0;0;0;5;0;190;7,22044E+13;232.000.365;4.886.617.169;tarif_special;5.0;10.0;15.0;20.0;45.0;150.4;249.0;ouvrage;tarif petit rouleur -25 % = contacter le parc;24-E-A;14 PLACE DE LA CONCORDE;8;INDIGO;143128070;24h / 24;PREVU;2023-05-01T04:00:00+02:00;249.0;2589.0;OUI;1177.8;1570.4;NON;;2023-02-01T02:00:00+01:00;1.25;2.5;7.5;35.0;40.0;45.0;45.0;45.0;45.0;124.0;354.0;1294.0;2023-06-01T04:00:00+02:00;124.0;354.0;1294.0;1.75;87.0;246.0;906.0;10.0;650.115.905;6.863.119.411;1E,2E,7G,7L,8E,8H,9G;0.45;0.9;15.75;NON;;;NON;;NON;3236.0;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.32000364957849, 48.866171691348356], ""type"": ""Point""}";48.866171691348356, 2.32000364957849
75117-P-108;JOUFFROY;75117;6 ter rue jouffroy d abbans, 75017, Paris;https://fr.parkindigo.com/parking/paris-75017/jouffroy-75170500;abonnés;0;209;0;0;0;0;0;0;0;0;190;7,22054E+13;231.320.136;4.888.716.223;;;;;;;;;ouvrage;abonnes tres longue duree;108-E-A;6 TER RUE JOUFFROY D ABBANS;17;INDIGO;141720271;POUR ABONNES;NON;1900-01-01T01:09:21+01:00;;;NON;;;NON;;1900-01-01T01:09:21+01:00;;;;;;;;;;;;;2023-06-01T04:00:00+02:00;;;;;;;;;649.637.207;6.865.457.727;;;;;NON;;;NON;;OUI;;NON;;;NON;;;;;"{""coordinates"": [2.313201359289934, 48.88716222920459], ""type"": ""Point""}";48.88716222920459, 2.313201359289934
75113-P-151;BIBLIOTHEQUE F. MITTERRAND (RIVE GAUCHE);75113;16 rue emile durkheim, 75013, Paris;https://fr.parkindigo.com/parking/paris-75013/bibliotheque-francois-mitterrand-75131100;tous;0;1018;200;21;3;20;0;6;32;0;190;3,04646E+13;237.732.985;4.883.224.971;tarif_special;4.2;8.4;12.6;16.8;37.8;198.0;248.0;ouvrage;tarif petit rouleur -25 % = contacter le parc,autre entree = 43 quai Francois Mauriac, 75013, Paris;151-E-A,151-E-B,151-E-C;16 RUE EMILE DURKHEIM,43 QUAI FRANCOIS MAURIAC,22 RUE NEUVE TOLBIAC;13;INDIGO;144066050;24h / 24;OUI;2023-05-01T04:00:00+02:00;248.0;2579.0;OUI;1547.25;2063.0;NON;;2023-02-01T02:00:00+01:00;1.05;2.1;6.3;29.4;33.6;37.8;37.8;37.8;37.8;124.0;351.0;1289.0;2023-06-01T04:00:00+02:00;124.0;351.0;1289.0;1.45;86.0;246.0;902.0;10.0;654291.483 | 654247.967 | 654338.329;6859312.909 | 6859560.318 | 6859220.92;5F,12E,12F,13J,13K,13L,13M,13N,13P,13R,13S;0.4;0.75;13.05;OUI;538.5;718.0;NON;;NON;3223.0;OUI;75.0;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.3773298470735043, 48.832249708908634], ""type"": ""Point""}";48.832249708908634, 2.3773298470735043
75106-P-161;SAINT SULPICE (GARAGE);75106;8 m place saint sulpice, 75006, Paris;https://fr.parkindigo.com/parking/paris-75006/saint-sulpice-75060200;abonnés;0;196;0;0;42;15;25;0;2;0;190;3,04646E+13;233.355.468;488.511.911;tarif_special;;;;;;276.0;379.0;ouvrage;tarif petit rouleur -25 % : contacter le parc;161-E-A;8 M PLACE SAINT SULPICE;6;INDIGO;143254557;POUR ABONNES;OUI;1900-01-01T01:09:21+01:00;379.0;3941.0;OUI;2157.75;2877.0;NON;;1900-01-01T01:09:21+01:00;;;;;;;;;;189.0;540.0;1970.0;2023-06-01T04:00:00+02:00;189.0;540.0;1970.0;;132.0;378.0;1379.0;10.0;651.095.917;6.861.445.225;1E,4E,5E,5H,5J,6E,6F,6G,7L,7M,7N;;;;OUI;752.25;1003.0;NON;;NON;4926.0;NON;;;NON;;;;;"{""coordinates"": [2.333554679202453, 48.85119110311572], ""type"": ""Point""}";48.85119110311572, 2.333554679202453
75108-P-110;ALMA GEORGE V;75108;6 ter avenue george v, 75008, Paris;https://fr.parkindigo.com/parking/paris-75008/alma-george-v-75080700;tous;0;502;0;6;8;0;0;0;0;0;190;7,22054E+13;230.157.196;4.886.532.864;;5.4;10.8;16.2;21.6;48.6;233.0;334.0;ouvrage;autre entree = 17 ter avenue George V, 75008, Paris;110-E-A,110-E-B;6 TER AVENUE GEORGE V,17 TER AVENUE GEORGE V;8;INDIGO;142250483;24h / 24;OUI;2023-04-01T04:00:00+02:00;334.0;3473.0;NON;;;OUI;2431.0;2023-01-01T02:00:00+01:00;1.35;2.7;8.1;37.8;43.2;48.6;48.6;48.6;48.6;;;;2023-06-01T04:00:00+02:00;167.0;474.0;1736.0;;116.0;330.0;1215.0;;648762.974 | 648733.473;6863037.473 | 6863212.76;7E,7G,8E,8F,8H,16G,16H,16I,16K;;;;NON;;;NON;;NON;;NON;;233.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3015719634876675, 48.86532864263173], ""type"": ""Point""}";48.86532864263173, 2.3015719634876675
75108-P-014;SAINT AUGUSTIN;75108;18 rue de laborde, 75008, Paris;https://www.saemes.fr/fr/parking/parking-bergson;tous;0;901;0;1;1;20;0;0;56;0;190;3,17033E+13;232.032.135;4.887.574.961;tarif_special;4.6;9.2;13.8;18.4;41.4;234.4;293.0;ouvrage;tarif petit rouleur -30 % = contacter le parc;14-E-A;18 RUE DE LABORDE;8;SAEMES;144826800;24h / 24;PREVU;2023-01-01T02:00:00+01:00;293.0;2930.0;OUI;1640.8;2344.0;NON;;2023-01-01T02:00:00+01:00;1.15;2.3;6.9;32.2;36.8;41.4;41.4;41.4;41.4;146.0;146.0;1460.0;2023-06-01T04:00:00+02:00;205.1;574.0;2051.0;1.6;102.0;287.0;1020.0;12.0;650.148.378;6.864.184.201;8H,8J,8K,8L,9E,9G,17K,17R;0.4;0.8;14.4;OUI;574.0;820.0;NON;;NON;3663.0;NON;;;NON;;;;;"{""coordinates"": [2.3203213502640154, 48.87574960557977], ""type"": ""Point""}";48.87574960557977, 2.3203213502640154
75105-P-084;MAUBERT COLLEGE DES BERNARDINS;75105;39 ter boulevard saint germain, 75005, Paris;https://www.saemes.fr/fr/parking/parking-maubert-college-des-bernardins;tous;0;607;0;12;2;12;0;0;41;0;185;3,17033E+13;235.091.141;4.884.949.201;tarif_special;4.5;9.0;13.5;18.0;40.5;;235.0;ouvrage;tarif PMR = 2,25 euros;84-E-A;39 TER BOULEVARD SAINT GERMAIN;5;SAEMES;143269701;24h / 24;OUI;2023-01-01T02:00:00+01:00;235.0;2350.0;NON;;;NON;;2023-01-01T02:00:00+01:00;1.15;2.3;6.8;31.5;36.0;40.5;40.5;40.5;40.5;117.5;329.0;1175.0;2023-06-01T04:00:00+02:00;117.5;329.0;1175.0;1.55;82.2;230.3;822.5;18.0;652367.98;6.861.245.692;;0.4;0.8;13.95;NON;;;NON;;NON;2938.0;NON;;;NON;;;;;"{""coordinates"": [2.3509114061547716, 48.849492008714705], ""type"": ""Point""}";48.849492008714705, 2.3509114061547716
75108-P-054;FRANCOIS 1ER;75108;17 quater rue francois 1er, 75008, Paris;https://www.interparking-france.com/fr-FR/find-parking/ParcFrancois1er/;tous;0;550;0;13;7;15;0;0;18;0;190;6,92051E+13;230.564.778;4.886.736.859;tarif_special;4.3;8.6;12.9;17.2;38.7;240.0;300.0;ouvrage;tarif petit rouleur -50 % = contacter le parc,tarif PMR = 2,15 euros;54-E-A;17 QUATER RUE FRANCOIS 1ER;8;INTERPARKING;147234145;24h / 24;OUI;2023-01-01T02:00:00+01:00;300.0;3000.0;OUI;1200.0;2400.0;NON;;2023-01-01T02:00:00+01:00;1.1;2.2;6.5;30.1;34.4;38.7;38.7;38.7;38.7;150.0;419.7;1500.0;2023-06-01T04:00:00+02:00;150.0;419.7;1500.0;1.5;105.0;293.79;1050.0;10.0;649.063.965;6.863.261.661;7E,7G,8E,8F,8H,16G,16H,16I,16K;0.4;0.8;13.5;OUI;420.0;840.0;NON;;NON;3750.0;NON;;;NON;;;;;"{""coordinates"": [2.305647782597871, 48.86736858814069], ""type"": ""Point""}";48.86736858814069, 2.305647782597871
75108-P-031;HAUSSMANN BERRI;75108;163 ter boulevard haussmann, 75008, Paris;https://www.saemes.fr/fr/parking/parking-haussmann-berri;tous;0;1704;0;20;50;60;0;6;65;0;190;3,17033E+13;230.862.835;4.887.491.094;tarif_special;4.4;8.8;13.2;17.6;39.6;205.6;257.0;ouvrage;tarif petit rouleur -25 % = contacter le parc,autre entree = 164 ter boulevard Haussmann, 75008, Paris,tarif PMR = 2,20 euros;31-E-A,31-E-B;163 TER BOULEVARD HAUSSMANN,164 TER BOULEVARD HAUSSMANN;8;SAEMES;145639462;24h / 24;NON;2023-01-01T02:00:00+01:00;257.0;2570.0;OUI;1542.0;2056.0;NON;;2023-01-01T02:00:00+01:00;1.1;2.2;6.6;30.8;35.2;39.6;39.6;39.6;39.6;128.0;366.0;1280.0;2023-06-01T04:00:00+02:00;128.0;366.0;1280.0;1.5;89.0;256.0;899.5;12.0;649289.95 | 649366.283;6864098.393 | 6864125.512;8F,8G,8H,8J,17J,17K;0.4;0.8;13.5;OUI;539.2;719.0;NON;;NON;3212.5;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3086283509610737, 48.87491093781833], ""type"": ""Point""}";48.87491093781833, 2.3086283509610737
75106-P-057;SAINT SULPICE;75106;8 m place saint sulpice, 75006, Paris;https://fr.parkindigo.com/parking/paris-75006/saint-sulpice-75060200;tous;0;369;0;10;6;0;0;0;3;0;190;3,04646E+13;233.355.769;4.885.118.161;;5.4;10.8;16.2;21.6;48.6;;362.0;ouvrage;;57-E-A;8 M PLACE SAINT SULPICE;6;INDIGO;143254557;24h / 24;OUI;2023-04-01T04:00:00+02:00;362.0;3764.0;NON;;;NON;;2023-01-01T02:00:00+01:00;1.35;2.7;8.1;37.8;43.2;48.6;48.6;48.6;48.6;;;;2023-06-01T04:00:00+02:00;;;;;137.0;390.0;1425.0;;651.096.129;6.861.444.167;;;;;NON;;;NON;;NON;;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.333557689801471, 48.851181604684356], ""type"": ""Point""}";48.851181604684356, 2.333557689801471
75104-P-010;LUTECE;75104;1 ter boulevard du palais, 75004, Paris;https://fr.parkindigo.com/parking/paris-75004/lutece-75040700;tous;0;326;0;0;0;0;0;2;9;0;190;6,42021E+13;234.612.474;4.885.543.438;tarif_special;4.0;8.0;12.0;16.0;36.0;218.0;273.0;ouvrage;tarif petit rouleur -25 % = contacter le parc,tarif PMR = 2,00 euros;10-E-A;1 TER BOULEVARD DU PALAIS;4;INDIGO;140469561;24h / 24;PREVU;2023-05-01T04:00:00+02:00;273.0;2839.0;OUI;1703.25;2271.0;NON;;2018-12-20T02:00:00+01:00;1.0;2.0;6.0;28.0;32.0;36.0;36.0;36.0;36.0;136.0;387.0;1419.0;2023-06-01T04:00:00+02:00;136.0;387.0;1419.0;1.4;95.0;270.0;993.0;10.0;652022.2;6.861.909.327;1E,4E,5G,5H,5J,6E,34F;0.35;0.7;12.6;OUI;592.5;790.0;NON;;NON;3548.0;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3461247398301714, 48.85543437984084], ""type"": ""Point""}";48.85543437984084, 2.3461247398301714
75101-P-104;CROIX DES PETITS CHAMPS;75101;14 rue croix des petits champs, 75001, Paris;https://fr.parkindigo.com/parking/paris-75001/croix-des-petits-champs-75010400;tous;0;428;0;7;0;0;0;1;17;0;190;3,04646E+13;233.961.047;4.886.307.153;tarif_special;5.0;10.0;15.0;20.0;45.0;;416.0;ouvrage;tarif PMR = 2,50 euros;104-E-A;14 RUE CROIX DES PETITS CHAMPS;1;INDIGO;147039221;24h / 24;OUI;2023-04-01T04:00:00+02:00;416.0;4326.0;NON;;;NON;;2023-01-01T02:00:00+01:00;1.25;2.5;7.5;35.0;40.0;45.0;45.0;45.0;45.0;208.0;591.0;2163.0;2023-06-01T04:00:00+02:00;208.0;591.0;2163.0;1.75;145.0;414.0;1514.0;10.0;651.551.332;6862762.49;;0.45;0.9;15.75;NON;;;NON;;NON;5407.0;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.339610474266469, 48.86307152867239], ""type"": ""Point""}";48.86307152867239, 2.339610474266469
